4
10000 10000
7846 3137 752718054
6976 6991 807522995
9886 8366 865962824
7658 2407 813861387
7800 34 795889904
7374 1070 909778968
2325 6453 579034411
9530 2999 325515045
5800 942 966566844
4119 8558 842397506
7993 1450 964665186
7394 5161 963189956
1100 549 988356317
4869 2413 765639582
4039 4683 944136880
5147 2094 779516788
7196 6428 498542450
3669 1583 896154319
3032 5441 475406475
906 4793 899853784
8502 8309 808419684
553 4737 563836345
8357 7999 677119125
3163 3592 765446045
9733 9616 981171196
3799 965 454159248
6758 4778 980446196
8088 1966 658149145
2639 1443 995839927
5382 2078 756889509
9351 7079 587738508
8353 4012 721835915
6944 5545 599603357
2632 425 482888350
1802 7216 924282693
6601 6991 798739441
1260 6693 326785488
5291 1422 595069275
5363 9045 865510221
4571 7559 926835221
6791 7764 931765180
3195 2750 861117006
5306 9871 742513221
8394 5966 518321243
2554 2756 895579982
9107 6143 769171602
1640 553 702811740
1849 6764 995179823
6611 1038 941364149
9383 4755 568898600
8626 4062 711496656
4672 4012 531579086
4472 944 931413798
9067 319 647145350
1736 9023 890816853
1036 6039 912348996
9341 7971 943202475
2074 1639 896313833
2743 149 919072301
160 4632 773534517
4244 5599 864000322
7067 2809 923715990
3688 6092 918474410
7145 7768 886487708
822 5935 999426813
8063 1294 748308831
8077 9517 951155615
3212 7160 833380729
8270 7458 589937127
5511 5287 902564831
526 2184 597509241
4698 433 400764807
6284 8307 817852035
395 7399 864844997
7499 4426 527909573
8992 8188 756080244
5457 4367 939193437
2605 8321 617732939
6248 8551 428280312
2727 1411 700793562
2364 537 544827893
8900 5864 678667870
1724 7567 701774852
7377 6672 165377130
3919 6724 734490241
5490 990 628884688
4864 4613 852156724
7120 7928 674402238
8443 9601 693326316
5162 8391 782159370
618 3615 939612894
6826 735 621108717
4994 7310 922386840
2957 2323 725154461
658 6683 894822806
1688 6687 860746869
3909 6986 782052932
5714 9690 437839958
3068 5653 761587882
7779 4947 852226833
2893 9352 913500891
2348 7923 889712446
219 2558 962893059
3488 4066 783989818
8690 6622 986829329
3126 1694 812318198
7418 2063 548645106
580 508 946621925
3222 274 801019251
9495 5082 992083046
9207 8101 906746808
3829 6224 846587510
8735 1856 812071629
4020 7654 796312201
9730 8255 945516629
1794 2482 376937035
1971 4455 948726754
4137 8603 814599866
1751 5659 507024039
3685 2877 869984935
6717 4004 961521722
6276 761 922478594
3879 8611 948663373
7428 8901 964604059
4310 3377 988966945
7428 5512 857788328
1657 6272 762268607
2491 5242 891953709
351 5829 990604022
3274 8921 615451734
1220 1165 914198611
4120 7672 915628635
9878 9745 986499910
2497 5431 985057754
7783 2905 808974803
810 2964 945235248
6782 4451 812328204
6565 5258 909919545
7575 5588 975414855
1872 30 834742805
6636 5696 932461810
3656 2681 510411764
4185 2054 854911087
1690 5800 871339979
9988 9338 862538372
7244 3051 933620767
5728 2838 743563587
8551 9441 857200121
9257 1431 794921610
2680 4641 853349774
3967 3516 969292223
3101 8765 748989342
2255 9032 399765282
297 462 748567348
580 2404 723420305
5649 6723 353121844
7254 4856 963080476
2919 1155 922866074
1085 4626 975213348
1707 5086 882705231
9356 373 679229909
9479 962 853759645
9709 441 848015104
7502 4480 940519673
5248 7976 775906777
3285 7377 998754946
4261 2896 668227736
8751 4810 774284078
8115 4905 763226140
4910 7682 990695782
9683 81 564378414
5859 4785 891217926
8745 8889 979466208
3026 4593 411561879
1293 2395 809546608
2091 1992 725574424
4116 7823 993545905
9938 1142 975860831
297 3867 660245313
9060 4855 787559674
6676 7744 602456951
6471 4493 791086009
3173 1138 865687726
9583 9930 626841597
483 7253 882787700
4910 5505 788144434
1511 9491 995788172
782 2666 620116034
6384 7646 563040078
445 5857 801759620
2338 2655 858198254
62 4382 584279373
8072 9430 860370943
3711 8737 679065938
7630 4000 974166757
1914 2470 902054878
1694 1734 907172546
8911 653 787972928
2775 1184 662274521
9736 9845 933318368
7223 4267 857074538
5349 2686 957877734
8016 1224 944033313
8734 1770 509376010
4490 7550 987058485
5183 6062 855366680
2010 761 821212279
9664 8825 404895125
9751 7295 932846273
3551 185 681911713
4529 9378 796069889
4390 3305 940251471
1835 9915 713524718
3667 3641 895711985
7616 8506 900481818
9405 5248 830728072
2523 7770 747179764
793 4984 801651659
5227 1314 706573598
4507 8766 695778052
2416 2649 906708688
5980 8122 871694371
6473 2396 952887449
3965 1978 730229553
5059 3756 857698615
2588 6125 714871058
9079 4013 680374894
4148 503 930513840
7837 1489 487033780
1487 2453 956466386
8932 9324 655793475
4521 974 924649722
1118 8557 707637300
3042 1148 993548382
802 2679 668659600
8087 5812 849534512
4370 9735 605482657
4684 7643 942209670
8554 7585 981200859
1359 2929 934042036
4558 5483 814293694
8641 3887 907650880
2788 7823 954852422
9457 2231 847631504
2786 6999 948476440
7139 7506 790060877
327 3200 859132398
992 9430 628180263
4379 3021 711436356
6094 1658 838544648
4592 2008 464787020
9229 3092 565594237
2289 2055 896097453
7500 8388 616882342
6650 1547 932140288
8697 8957 710302094
4071 2380 876354536
6914 3837 677272362
6199 9582 780198039
58 2853 613693164
8017 5927 888337085
7523 8846 423835672
9027 6582 977216721
99 2265 582430168
5920 2132 674648235
768 193 588582475
5272 8027 868210721
7871 6157 996405585
4667 3698 903314528
8553 8613 880758153
9711 3308 875854070
9146 9444 868861799
856 406 815207692
6939 9960 768939629
6250 4607 924742313
8866 9000 964601618
7183 2520 456151931
9405 1899 844594146
2796 5042 411980359
6482 7637 719057627
5550 6190 785631220
912 1671 670225726
4027 9347 752946941
9753 4328 887943110
862 3417 836530995
9154 7667 923791900
3047 7607 860005461
854 5276 919491556
7100 854 864276904
9010 1032 775964755
1144 1597 928824757
5342 9876 732591201
7784 8363 999094412
5289 6406 988813016
7118 3000 728067079
9818 3374 866979367
1712 6760 826724044
9130 9311 810146603
6447 6574 739696113
9652 5814 810311554
2808 4945 723751606
8815 608 958082258
8433 6359 719293063
8570 2553 717451312
7161 8132 937037352
2584 1262 519981407
537 5027 726286094
2316 8913 869445701
994 2082 975234027
9156 1035 858247830
1859 4145 892397279
8087 9837 820133828
5506 6344 868714363
7768 9539 866149533
187 9012 948078558
6747 913 748169603
8184 6942 892252757
3659 5456 952962563
4727 1322 942209970
6610 9383 749198067
4309 7694 823209411
6429 9159 903764315
2634 172 825955341
2398 1821 612948206
7645 4619 394556705
8081 3362 901982057
4097 4600 989157140
7280 4709 239950455
2487 232 977356715
4551 6581 904589816
76 9807 462479070
8062 4837 790179062
1687 7645 890885844
7636 9920 924826383
813 6177 788650420
3712 242 906478861
9765 2254 887564513
6323 7395 893144256
9928 5978 956399670
6642 698 923714375
7125 109 918386321
2628 3889 775486512
4302 7824 983202002
7553 5571 781331047
7968 625 933570446
8477 9774 811961232
3017 466 799304757
6639 8661 568030773
7771 9489 888560078
1984 6666 972078775
3051 10 886403719
5386 4273 930956926
5769 1101 838820662
662 9558 819027705
753 7057 931806188
6961 7032 849712377
5989 5291 558581797
218 8760 606540353
1075 397 845783768
3802 3130 960250086
1237 8041 979138296
5571 3 821879403
3306 4365 588519266
3097 5079 940270921
3953 1242 959978410
7942 5405 340409721
5738 5633 948299879
6970 1065 884038589
8874 6649 850646143
203 1443 884559777
363 8040 702856687
1530 2340 554006023
4164 4594 464992487
1884 4219 617017281
3763 857 976782453
2597 2078 864974539
2763 6519 957860163
6257 6677 623610608
2437 1046 788603605
9789 6066 730801977
5264 2828 863418388
118 4883 995342460
570 1839 970019323
3984 4169 990921427
2995 5272 908772236
5563 3229 806977316
1977 6367 460507462
3104 7432 920934663
33 9270 733938112
5670 2365 871865657
5959 7035 844337639
7583 792 701636977
8732 3881 552435562
4280 9347 925566724
3162 6749 781234884
4980 8166 979345502
7919 48 872580544
347 1960 880040476
7537 1950 832216864
7474 3051 936556049
1489 6688 647947210
1172 2497 511071713
3749 6275 780047781
1656 9494 917747112
139 7892 849705900
7360 542 752015896
3571 1422 939980955
7555 1523 614061816
2093 4185 962243010
5905 2470 510818298
7381 9021 535402701
2203 6293 931698986
4032 3928 959349618
812 363 951289295
1529 6111 779650038
4077 3520 957724107
4424 5486 777894429
5753 7994 989272087
3098 1905 583889265
1171 4317 999837123
2899 7418 881377139
9255 8753 900125551
2332 9145 629318653
2135 600 984475646
2651 6399 867985603
7975 7510 995245330
1017 5957 975503975
7305 2004 714884317
9345 1806 932411132
8987 5508 703883009
1331 7358 690519032
2473 3224 971342161
1948 8729 617187225
4480 9151 917407717
1651 2035 938863518
3228 1227 726157696
5460 1905 942400418
8553 2589 988068981
5883 4729 654748286
1328 9581 896566852
816 174 658729078
2564 3228 851724257
9380 5990 716391424
3350 9780 707562858
7151 1385 858374355
339 4031 784981020
4025 7658 874135039
5252 6060 869043486
8963 9762 992684290
5059 29 829947760
1188 4088 900966020
5833 6692 820362500
5190 1305 747651066
7083 3546 913724200
6712 6536 955088184
9396 3382 765487090
8885 9200 758000507
5289 5707 931588818
2925 5371 911855247
5003 4353 283882515
9090 8263 801523315
1126 1557 383728184
9261 7302 840262498
4920 5927 854762901
8838 8923 816871795
4874 7579 675591438
3853 7819 896571974
8389 6967 560381237
6748 2377 522037754
7016 907 991092002
3065 1010 957301287
9027 2944 798226579
5907 3712 942173569
118 9454 780222000
8235 1064 798785230
3011 9020 756926150
1545 1458 813351018
438 8092 759943218
3439 8967 833900863
8246 8401 388538428
7850 5640 896393325
8624 5686 522593132
1649 5150 688735822
6787 6976 844614725
4994 5180 961158995
9554 9272 934333200
6976 6893 943959617
2377 3828 934970172
6263 131 939397182
73 6969 923545162
809 4000 918288031
2354 3050 866565923
7325 6525 434885161
3681 2965 928868986
4649 9104 960499652
8970 7481 618245526
6791 9902 748608584
3935 8048 920565395
4162 8635 966023180
1741 2590 871053797
918 4081 885163925
4412 8905 911896451
5543 5342 675492090
481 6206 685584024
6436 6220 823913848
4528 9876 498048593
5126 4456 836470142
4250 6509 651310186
8086 2049 906017316
4810 9245 982483892
5217 5199 988985039
5667 696 718262862
8628 6785 971821134
5291 6632 984661838
5639 2867 378529612
4160 9165 370305588
3213 46 948527278
1199 1475 996823372
6939 6221 720108386
9789 1188 979998159
159 733 682245462
6769 194 959166505
1614 8482 738256152
7182 3545 728387439
4180 2709 946077300
2285 179 818986730
3836 8945 914989972
5465 8369 976934603
6866 1908 901203161
1235 4729 905947963
2881 5742 988079342
7074 2167 831992437
6205 400 974819542
6360 206 839931160
962 97 757460548
6326 6076 638419253
8295 148 611884179
9219 9302 666377916
8738 5858 881062875
512 7048 661048546
3524 4732 711141778
2213 3896 583605416
3433 8421 731109238
1990 8939 591762940
5380 4076 982187252
6388 3886 758289926
553 335 991766624
9695 9138 929153337
1186 9930 864149890
2851 659 652791225
5330 3910 946661904
2551 7614 699833142
6259 9410 929617126
2641 2369 949307164
3074 6859 969774750
5574 157 699910571
7757 2832 935549197
1584 5778 814746966
9037 9107 833093974
2801 1768 942443124
9860 1239 795440500
8015 8633 596752017
3869 6739 934297571
2166 626 568249992
2835 7941 913422578
4439 1094 736265243
9729 1205 641197898
6596 4906 998266936
1364 2 928256158
7058 1176 703711386
5306 7122 971827212
3335 5510 451215495
2281 781 674512298
7482 5908 845213576
8401 1243 997313535
3671 6138 911507220
3409 2067 887508711
51 6689 562025221
826 9390 916163755
6839 4179 365249598
3956 6551 785207569
4892 872 833670436
4771 1194 842717699
3284 3533 705710559
6972 5963 374755175
467 3189 932016109
9736 6448 907347161
9937 9697 714542858
6326 4634 853821847
8447 4723 941321839
8347 1547 870058904
4237 8749 942593629
8232 2145 984205610
942 3526 897558342
4798 3945 760594476
7908 7479 776036190
1215 4719 531272520
2950 9018 978870162
7731 2053 972293687
2257 9146 934810380
6625 5293 858815404
2593 8003 942846429
7798 3003 724391618
3319 5857 955184957
3336 3918 955633907
1951 4932 848398356
9761 971 793705655
7338 2312 969571843
757 9217 751497970
4618 7350 708563212
4664 7143 779646376
1163 8722 538320190
1921 4333 954735216
8451 2869 887515159
9017 4908 767645401
3250 3357 826038976
5815 3967 995015257
2257 5685 954283139
2355 6317 833922924
5660 3286 535383556
3330 9181 886265049
5305 4894 848182970
9629 381 863793334
6825 2065 905437665
3982 1431 963688333
3775 9150 962759228
9806 6639 880325738
4349 9766 951028684
6380 9321 963725199
2714 1351 525482201
3316 8548 786070794
6344 9453 983947858
2957 5885 735816509
858 3713 873935853
3930 7195 659321092
7851 3154 678283762
9787 393 935575605
440 3078 999824991
8159 2299 809301896
3995 5256 892448408
1646 3916 760671943
4702 1053 878845792
3238 8065 615558896
8190 3174 803543605
380 2428 859644971
2430 3195 672750721
9291 1505 615977035
3775 2548 628102714
8657 8784 755845746
9157 3506 797522267
8141 4221 824488546
3583 7530 931613214
4467 9048 863053630
790 8021 736611378
841 5405 873682134
6794 631 975344639
8647 8317 848752676
5606 3998 874480072
7847 5485 600210909
5601 6826 879989609
9950 160 524144912
1157 5290 968474631
3346 2990 567561572
8400 6727 778752735
5744 5883 626573435
9747 5201 942460436
8797 497 551964614
7221 7288 816816120
1947 1814 926006692
5596 66 869377919
4470 1578 989858636
9906 3744 769532288
8189 1845 966517938
8479 1461 896285867
6375 3518 957666973
3309 4389 967683244
6108 2262 905409452
5516 3925 871900736
9762 3822 988992588
3592 6579 885325853
6182 2030 913135825
6981 8640 819980005
7644 7856 889439707
3591 4257 646342126
6353 107 438949939
7292 1083 623591663
7119 854 903962469
238 777 929734106
5887 4452 776008402
7611 117 803743830
9619 543 842605468
6332 415 958446699
6058 3430 996728700
549 8223 872653307
6460 3612 780379996
8036 816 909211936
5171 9703 344425219
1495 2928 943121294
7443 6705 872345262
6320 5713 954345531
3664 7749 699397357
3149 2776 886944756
5835 5361 980295984
2718 1069 458798824
9976 8118 477097987
4563 4195 460529671
4254 2149 886097293
3275 4866 598096802
1232 2266 992153019
1368 8253 947000169
7755 3697 716330661
8356 2949 976815085
2405 3519 936414797
5193 8954 989481700
6194 8669 880254753
8462 833 679432946
104 7666 929944522
4045 4473 908363054
7905 4252 872918279
3617 8410 957703776
5254 148 656145744
252 9307 526058005
5673 4296 797912191
3958 1040 923623202
6593 3250 964652217
9706 7889 951296900
6605 3215 821617507
7367 9161 647024885
2559 9500 516077625
9641 4318 761402642
2906 7440 752277067
3625 4567 973240002
8924 6434 912637243
9518 5149 898072245
5077 2897 825698035
3876 4163 535008492
9405 4838 924182867
8635 7517 996328577
5421 3827 760137850
2915 7501 771271586
6212 6809 962670419
4896 3114 477767132
1996 8278 905728632
8693 9193 996780348
610 9289 934934870
3754 9253 908842718
650 6772 969599319
9007 9102 687243859
1561 6884 775412039
4876 5761 865493386
7580 8293 755361731
2247 6165 950486510
846 7702 972816522
4582 6193 563899165
267 9719 791260417
727 6589 929466107
9813 8109 781132875
9244 4143 537009214
939 8518 671389893
5775 5579 684741359
9006 3918 888092878
1698 6246 957883908
6804 8914 757925906
9695 1656 951795717
6624 5204 582439637
2181 9323 976787079
6339 8170 832253634
6001 9858 908261849
4281 5074 878839615
5541 2790 925558600
5573 3875 696104143
253 8246 703467631
7424 6201 748930723
7981 1246 802213082
9477 1122 650058583
498 808 848623009
9825 2086 726752177
5591 245 734779751
6970 7497 955942578
7632 4816 516111472
9793 8062 845531310
8917 4349 949763107
5399 8883 890340320
9236 6190 425050500
1103 7777 890056761
9770 5005 727737073
8502 6102 925807694
3341 5210 989798685
4475 8224 901166443
6711 7901 989092029
642 6853 967147692
6621 9085 970249797
9243 704 608941435
8284 1229 777491503
7345 6117 960684682
3441 3515 800860475
1133 9548 734274460
5989 7698 824258569
301 2861 964019149
4604 8021 897062131
7634 4987 953780587
1330 7995 779855935
7251 6381 970149508
6975 5842 761189345
5612 4871 919860691
5217 4538 690046833
1083 4891 545565035
8696 2932 687618527
8477 8397 786649027
7801 8971 529578001
7539 143 643429021
9308 2472 583589086
2271 6158 623287872
5852 4799 956197009
19 1055 699278876
4115 4161 921798257
3596 4243 463158690
9209 3412 564646607
2697 631 776159469
8836 7181 794261252
81 5262 995999584
5230 7984 927188363
177 8515 766949080
9348 217 960169910
2774 1342 923226227
3725 4952 718391863
5855 5077 616644963
3992 3636 939633487
6524 7869 664055958
5005 2879 477016130
9895 148 671688100
4548 5642 534425849
5238 155 767411898
5779 3011 468899653
864 8507 865020101
7896 5464 849562078
593 7865 699597381
4560 4500 776060766
2421 8427 880628230
4639 114 971820437
5326 5885 833771828
7318 403 958130125
2432 1788 814921213
520 391 892017106
8452 3678 630270922
6716 7921 745243682
9427 1591 910814829
1995 9694 954941780
4968 8724 967960345
